,id,filename_ndwi,filename_cloud,id.1,date,dir,dir_ndwi,dir_cloud,event,state,county,latitude,longitude,note,source,event_day,period,cluster_pixel_count_default,n_clusters_default,flooded_cluster_default,cluster_pixel_count_pca_i,n_clusters_pca_i,n_components_pca_i,flooded_cluster_pca_i,explained_variance_pca_i,inertia_result_pca_i,n_clusters_list_pca_i,cluster_pixel_count_flowline_pca_i,n_clusters_flowline_pca_i,n_components_flowline_pca_i,flooded_cluster_flowline_pca_i,explained_variance_flowline_pca_i,inertia_result_flowline_pca_i,n_clusters_list_flowline_pca_i,cluster_pixel_count_ndwi_pca_i,n_clusters_ndwi_pca_i,n_components_ndwi_pca_i,flooded_cluster_ndwi_pca_i,explained_variance_ndwi_pca_i,inertia_result_ndwi_pca_i,n_clusters_list_ndwi_pca_i,cluster_pixel_count_features_pca_i,n_clusters_features_pca_i,n_components_features_pca_i,flooded_cluster_features_pca_i,explained_variance_features_pca_i,inertia_result_features_pca_i,n_clusters_list_features_pca_i,ndwi_pixels
10,GAYC3_20_20230706T153819_20230706T155055_T18TXM_VIS.tif,GAYC3_20_20230706T153819_20230706T155055_T18TXM_NDWI.tif,GAYC3_20_20230706T153819_20230706T155055_T18TXM_CLOUD.tif,GAYC3_20,20230706,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,CT,Litchfield,41.653055555556,-73.490277777778,"[{""Statement"":""Major flood stage. Water reaches Route 7 at Boardman Bridge."",""Value"":15},{""Statement"":""Water reaches the Fedco parking lot and the lower New Milford Foundry."",""Value"":14},{""Statement"":""Water reaches the generator floor at Bulls Bridge hydroelectric plant."",""Value"":12},{""Statement"":""Moderate flood stage. In New Milford water reaches Spring Street and US Route 7 at Bridge Street is flooded."",""Value"":10},{""Statement"":""The water reaches businesses on the low side of Spring Street."",""Value"":9.5},{""Statement"":""Flood stage. Water reaches New Milford Foundry and Young's Field Road."",""Value"":8},{""Statement"":""The river is close to bankfull."",""Value"":7}]",gauge,2023-07-10,before flood,"{'cluster_0': 923934, 'cluster_1': 196785, 'cluster_2': 3700}",3,0,"{'cluster_0': 924382, 'cluster_1': 3706, 'cluster_2': 196331}",3,1,0,"[0.9517282460040676, 0.9802590861876916, 1.0]","[1694820.176293117, 771005.9767115794, 454411.79575785785, 304753.6985694994, 218125.61316938233]","[2, 3, 4, 5, 6]","{'cluster_0': 922305, 'cluster_1': 197642, 'cluster_2': 761, 'cluster_3': 3711}",4,2,0,"[0.7138293073039279, 0.9638616195043909, 0.9851959874277088, 1.0]","[2819458.4671057016, 1695168.4346959586, 771758.401975687, 455212.29260947776, 305620.7749359379]","[2, 3, 4, 5, 6]","{'cluster_0': 921825, 'cluster_1': 3293, 'cluster_2': 193190, 'cluster_3': 6111}",4,2,3,"[0.7208634919490309, 0.9654131526740992, 0.9857658648618782, 0.9999999999999999]","[3002159.4061425063, 1825888.36072242, 895052.4576208469, 570746.6544456886, 423980.7628521359]","[2, 3, 4, 5, 6]","{'cluster_0': 921545, 'cluster_1': 192936, 'cluster_2': 5888, 'cluster_3': 3289, 'cluster_4': 761}",5,3,2,"[0.5766927735299637, 0.7934772668537866, 0.9723475863977507, 0.9886127977506102, 0.9999999999999999]","[3950512.59068303, 2919793.0335908933, 2007857.890451504, 919530.9781179935, 595286.1504160904]","[2, 3, 4, 5, 6]",7420
11,TMVC3_39_20230711T153821_20230711T154201_T18TXM_VIS.tif,TMVC3_39_20230711T153821_20230711T154201_T18TXM_NDWI.tif,TMVC3_39_20230711T153821_20230711T154201_T18TXM_CLOUD.tif,TMVC3_39,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,CT,Hartford,41.9873186,-72.6058333333333,"[{""Statement"":""Significant and widespread flooding along the river can be expected from the Massachusetts towns of Agawam and Longmeadow, through the northern Connecticut towns of Suffield and Enfield."",""Value"":18},{""Statement"":""Flooding will become more widespread along the Connecticut River from the Massachusetts towns of Agawam and Longmeadow, through the northern Connecticut towns of Suffield and Enfield."",""Value"":17},{""Statement"":""Flooding impacts low lying areas along the Connecticut River from the Massachusetts towns of Agawam and Longmeadow, through the northern Connecticut towns of Suffield and Enfield."",""Value"":16},{""Statement"":""Lowland flooding will begin along the Connecticut River near Thompsonville."",""Value"":15}]",gauge,2023-07-12,during flood,"{'cluster_0': 869986, 'cluster_1': 9871, 'cluster_2': 413885}",3,2,"{'cluster_0': 864235, 'cluster_1': 419418, 'cluster_2': 10089}",3,1,1,"[0.9591928483946464, 0.9835696498051038, 0.9999999999999999]","[2059631.8362346324, 809350.6318665908, 456515.9440445596, 304016.4708033672, 213990.06569942037]","[2, 3, 4, 5, 6]","{'cluster_0': 862825, 'cluster_1': 417417, 'cluster_2': 10082, 'cluster_3': 3418}",4,2,1,"[0.7193952856850643, 0.9694349775584301, 0.9876869782715895, 0.9999999999999999]","[3326477.093025492, 2103154.9669377375, 812353.7293615734, 459445.6856877747, 307229.38937643147]","[2, 3, 4, 5, 6]","{'cluster_0': 874469, 'cluster_1': 366968, 'cluster_2': 42918, 'cluster_3': 9387}",4,2,2,"[0.7423929334241834, 0.9708318238691471, 0.987975239262888, 1.0000000000000002]","[3141733.450654615, 2049706.947302487, 877234.8891485028, 524778.9429324005, 377047.1315466562]","[2, 3, 4, 5, 6]","{'cluster_0': 945723, 'cluster_1': 299471, 'cluster_2': 45130, 'cluster_3': 3418}",4,3,2,"[0.5939540376928621, 0.8074764021463713, 0.9766688515234014, 0.9903820503562959, 1.0]","[4432827.90876939, 3329353.4198807995, 2073724.8385139399, 903578.7993550516, 551174.7025160424]","[2, 3, 4, 5, 6]",46531
12,45423_20230711T153821_20230711T154201_T18TXP_VIS.tif,45423_20230711T153821_20230711T154201_T18TXP_NDWI.tif,45423_20230711T153821_20230711T154201_T18TXP_CLOUD.tif,45423,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Rutland,43.6624667,-72.7734469,HWM disc on same tree as Irene HWM. Located 100 ft US of bridge and 12 ft landward from waters edge (LB),stn,2023-07-10 to 2023-07-11,during flood,"{'cluster_0': 1286299, 'cluster_1': 13764, 'cluster_2': 133244}",3,0,"{'cluster_0': 1040021, 'cluster_1': 6577, 'cluster_2': 26568, 'cluster_3': 360141}",4,1,0,"[0.9495860313615488, 0.9878211144568247, 1.0]","[1604167.9813743492, 976662.1454504861, 586794.0518003565, 403838.9912579297, 295502.14260990726]","[2, 3, 4, 5, 6]","{'cluster_0': 1411038, 'cluster_1': 22200, 'cluster_2': 69}",3,2,0,"[0.7121999806098592, 0.9622053729595312, 0.9908659562661706, 1.0000000000000002]","[3037549.5369751905, 1604078.9592820061, 976531.2445719944, 586859.1306301453, 403614.7752842695]","[2, 3, 4, 5, 6]","{'cluster_0': 1405785, 'cluster_1': 22060, 'cluster_2': 5462}",3,2,2,"[0.7125136136588255, 0.9637223462397626, 0.9908878753710126, 0.9999999999999999]","[3044226.898597805, 1709181.3519802091, 1081717.8829148258, 691338.9972446405, 506837.25508775655]","[2, 3, 4, 5, 6]","{'cluster_0': 1054287, 'cluster_1': 25823, 'cluster_2': 5404, 'cluster_3': 341422, 'cluster_4': 6302, 'cluster_5': 69}",6,3,2,"[0.5700156555393948, 0.7868770268539154, 0.9709780035996688, 0.9927103010150043, 1.0000000000000002]","[4477537.1135183945, 3128664.091690895, 2500983.1306546982, 2110819.3959271642, 694508.6009231308]","[2, 3, 4, 5, 6]",5886
13,45359_20230706T153819_20230706T155055_T18TXP_VIS.tif,45359_20230706T153819_20230706T155055_T18TXP_NDWI.tif,45359_20230706T153819_20230706T155055_T18TXP_CLOUD.tif,45359,20230706,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Addison,43.97122071,-73.09746397,Wooden stake with white HWM disc 200 ft DS of bridge and 10 ft from LB,stn,2023-07-10 to 2023-07-11,before flood,"{'cluster_0': 1103590, 'cluster_1': 183183, 'cluster_2': 12558}",3,0,"{'cluster_0': 816336, 'cluster_1': 103386, 'cluster_2': 8848, 'cluster_3': 370761}",4,1,0,"[0.9604107695074611, 0.9832539267700396, 1.0]","[1638301.6598229213, 913488.7889083726, 535845.7321292701, 364144.1994181135, 269134.456198419]","[2, 3, 4, 5, 6]","{'cluster_0': 1099187, 'cluster_1': 186279, 'cluster_2': 12843, 'cluster_3': 1022}",4,2,0,"[0.720367883037959, 0.9703363011821478, 0.9874414952844536, 1.0]","[2937729.787028095, 2212886.873316712, 914088.8789180183, 536879.4039831749, 365198.2508652508]","[2, 3, 4, 5, 6]","{'cluster_0': 1098893, 'cluster_1': 184393, 'cluster_2': 12267, 'cluster_3': 3778}",4,2,3,"[0.7228588486538048, 0.9712111908055905, 0.9880702369975022, 0.9999999999999999]","[2941628.729363138, 2195337.4146624366, 1149381.6605946962, 771257.027649886, 490281.1900728418]","[2, 3, 4, 5, 6]","{'cluster_0': 1105948, 'cluster_1': 181096, 'cluster_2': 11265, 'cluster_3': 1022}",4,3,0,"[0.5783255391780743, 0.7837369091196208, 0.976986317635864, 0.9904565440447068, 1.0]","[4241025.289822264, 3494733.739490756, 2194872.720213201, 1863306.289130772, 1507138.6056951173]","[2, 3, 4, 5, 6]",4342
14,45288_20230726T153819_20230726T155051_T18TXP_VIS.tif,45288_20230726T153819_20230726T155051_T18TXP_NDWI.tif,45288_20230726T153819_20230726T155051_T18TXP_CLOUD.tif,45288,20230726,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windsor,43.38146034,-72.63606431,Sharpie line on mudline on right corner of basement garage of 145 Depot St,stn,2023-07-10 to 2023-07-11,after flood,"{'cluster_0': 785432, 'cluster_1': 205257, 'cluster_2': 19453}",3,1,"{'cluster_0': 249518, 'cluster_1': 45142, 'cluster_2': 711257, 'cluster_3': 4225}",4,1,1,"[0.9436832517733763, 0.9731585310181133, 0.9999999999999999]","[1328273.270769475, 743332.4528957319, 456101.8114824096, 314194.5081175738, 226466.24001843986]","[2, 3, 4, 5, 6]","{'cluster_0': 791730, 'cluster_1': 18447, 'cluster_2': 554, 'cluster_3': 199411}",4,2,3,"[0.7082275784448379, 0.9577873065955494, 0.9798789716817782, 1.0]","[2334629.300325487, 1329508.979611608, 745183.154839068, 458382.8757389667, 316713.51357812335]","[2, 3, 4, 5, 6]","{'cluster_0': 777638, 'cluster_1': 209414, 'cluster_2': 22382, 'cluster_3': 708}",4,2,3,"[0.7211264915045583, 0.9578559699761751, 0.9798957954247706, 1.0000000000000002]","[2329825.9293700787, 1285812.5330969617, 738254.920176846, 495721.7320862777, 367145.0527844252]","[2, 3, 4, 5, 6]","{'cluster_0': 81319, 'cluster_1': 1148, 'cluster_2': 927675}",3,3,1,"[0.5777228098793049, 0.8061943321645372, 0.9663033034254433, 0.9839306627060397, 1.0]","[3336113.2815810977, 2223439.4623559904, 1713638.3182749683, 860213.650662214, 617860.2372521911]","[2, 3, 4, 5, 6]",708
15,45141_20230706T153819_20230706T155055_T18TXP_VIS.tif,45141_20230706T153819_20230706T155055_T18TXP_NDWI.tif,45141_20230706T153819_20230706T155055_T18TXP_CLOUD.tif,45141,20230706,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windsor,43.58696046,-72.62211878,White USGS HWM disc facing streamward DS 294 ft and 69 ft from LB of Blanchard Rd bridge,stn,2023-07-10 to 2023-07-11,before flood,"{'cluster_0': 803496, 'cluster_1': 7185, 'cluster_2': 254672}",3,0,"{'cluster_0': 671243, 'cluster_1': 340673, 'cluster_2': 50738, 'cluster_3': 2699}",4,1,0,"[0.922460529078914, 0.9687873343733276, 1.0]","[1590114.1141128344, 903007.0028374733, 549905.6422169557, 375739.04653476743, 270131.63420792605]","[2, 3, 4, 5, 6]","{'cluster_0': 823210, 'cluster_1': 235858, 'cluster_2': 5820, 'cluster_3': 465}",4,2,0,"[0.6919727198106399, 0.9419523202298745, 0.9765908384545124, 0.9999999999999999]","[2653957.680554344, 1967565.82757701, 903252.0382276435, 550216.2398276068, 376217.3815885397]","[2, 3, 4, 5, 6]","{'cluster_0': 811048, 'cluster_1': 246489, 'cluster_2': 271, 'cluster_3': 7545}",4,2,2,"[0.6934687894422327, 0.9419789360087197, 0.9766072398268053, 0.9999999999999999]","[2655732.2900144053, 1588440.8710690301, 929066.6069403102, 587300.4342258368, 416810.35721620324]","[2, 3, 4, 5, 6]","{'cluster_0': 917983, 'cluster_1': 147099, 'cluster_2': 271}",3,3,2,"[0.5549411374286397, 0.7815033113862111, 0.9536450488509958, 0.9812869025059289, 1.0]","[3719366.8532784646, 2632494.395901223, 1973625.297989861, 1628424.1596977396, 679573.4398827446]","[2, 3, 4, 5, 6]",271
16,45358_20230726T153819_20230726T155051_T18TXP_VIS.tif,45358_20230726T153819_20230726T155051_T18TXP_NDWI.tif,45358_20230726T153819_20230726T155051_T18TXP_CLOUD.tif,45358,20230726,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Rutland,43.68000807,-73.03732679,HWM disc located on US side of covered bridge on RB in wood structure of bridge wall,stn,2023-07-10 to 2023-07-11,after flood,"{'cluster_0': 1117018, 'cluster_1': 203324, 'cluster_2': 6997}",3,0,"{'cluster_0': 960831, 'cluster_1': 292853, 'cluster_2': 4362, 'cluster_3': 69293}",4,1,0,"[0.9572066722092064, 0.9828044018592564, 0.9999999999999999]","[1776925.216631842, 986287.1006782874, 544850.1772344171, 373983.8556807452, 260037.98195524138]","[2, 3, 4, 5, 6]","{'cluster_0': 1113280, 'cluster_1': 205876, 'cluster_2': 7224, 'cluster_3': 959}",4,2,0,"[0.71790947685165, 0.9679487484320095, 0.9871092412858228, 1.0]","[3104455.6622383897, 2313752.699451393, 989801.8527856561, 548563.8879765604, 377647.50905423536]","[2, 3, 4, 5, 6]","{'cluster_0': 1101105, 'cluster_1': 215970, 'cluster_2': 8840, 'cluster_3': 1424}",4,2,3,"[0.7199114749868197, 0.9681240691320128, 0.9872801963050456, 1.0]","[3105132.6793176914, 2303897.480160558, 1085095.5011055584, 659494.2845842948, 500797.58247567085]","[2, 3, 4, 5, 6]","{'cluster_0': 1213112, 'cluster_1': 113268, 'cluster_2': 959}",3,3,0,"[0.5759291817455225, 0.7926263450545477, 0.974525125012316, 0.9898254994679733, 1.0]","[5130101.1697026, 3097031.810922918, 1889528.4002557825, 1170286.3367277088, 744769.517056685]","[2, 3, 4, 5, 6]",1424
17,44929_20230726T153819_20230726T155051_T18TXN_VIS.tif,44929_20230726T153819_20230726T155051_T18TXN_NDWI.tif,44929_20230726T153819_20230726T155051_T18TXN_CLOUD.tif,44929,20230726,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,MA,Franklin,42.41448596,-72.62883903,"USGS Streamgage 01171100 West Brook nr Whately, MA; LEW 90 ft DSB",stn,2023-07-10 to 2023-07-11,after flood,"{'cluster_0': 307781, 'cluster_1': 776071, 'cluster_2': 6713}",3,1,"{'cluster_0': 327300, 'cluster_1': 688791, 'cluster_2': 70779, 'cluster_3': 3695}",4,1,1,"[0.9416780351226544, 0.975643111900308, 1.0]","[1468624.4413121296, 791098.9514038948, 436171.9288929962, 295293.9045904187, 212193.7538432975]","[2, 3, 4, 5, 6]","{'cluster_0': 304913, 'cluster_1': 776460, 'cluster_2': 2217, 'cluster_3': 6975}",4,2,1,"[0.7064189142557362, 0.956361535285875, 0.9817346863666684, 1.0]","[2559048.552287602, 1468950.3456055466, 791672.7909377043, 436712.4481882296, 295823.5590116803]","[2, 3, 4, 5, 6]","{'cluster_0': 304418, 'cluster_1': 750287, 'cluster_2': 29506, 'cluster_3': 6354}",4,2,2,"[0.7064824230959351, 0.9587790310346912, 0.98173234929109, 0.9999999999999999]","[2564842.4772312324, 1525456.4054987663, 835517.8447634632, 476096.2083602577, 333490.50348494947]","[2, 3, 4, 5, 6]","{'cluster_0': 252024, 'cluster_1': 2217, 'cluster_2': 836324}",3,3,2,"[0.5652902760521822, 0.7976439601993917, 0.9670265815000042, 0.9853877527515847, 1.0]","[4154403.546013647, 2538912.7204395514, 1545030.0548369642, 855405.1253877494, 496071.0020045334]","[2, 3, 4, 5, 6]",30883
18,44992_20230711T153821_20230711T154201_T18TXN_VIS.tif,44992_20230711T153821_20230711T154201_T18TXN_NDWI.tif,44992_20230711T153821_20230711T154201_T18TXN_CLOUD.tif,44992,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windham,43.22646302,-72.80610164,"West River, upstream side of Rt. 11 bridge, Londonderry, VT",stn,2023-07-10 to 2023-07-11,during flood,"{'cluster_0': 1064648, 'cluster_1': 38849, 'cluster_2': 263471}",3,0,"{'cluster_0': 1071492, 'cluster_1': 257856, 'cluster_2': 37620}",3,1,0,"[0.9297881030221573, 0.9760804966674136, 1.0]","[1621687.1129479199, 874626.8917975902, 596883.8767552751, 422587.77160232334, 317003.8171841163]","[2, 3, 4, 5, 6]","{'cluster_0': 1067425, 'cluster_1': 38219, 'cluster_2': 1407, 'cluster_3': 259917}",4,2,0,"[0.6978531191386579, 0.9476626186300051, 0.9821118212234797, 1.0]","[2984569.3386698067, 1624808.045804121, 879669.4682840885, 602865.1443366461, 428545.6548993371]","[2, 3, 4, 5, 6]","{'cluster_0': 1065454, 'cluster_1': 37615, 'cluster_2': 5142, 'cluster_3': 258757}",4,2,2,"[0.6973635585554682, 0.9490793777135189, 0.9820636145680222, 0.9999999999999999]","[2997695.061003753, 1649953.1137363373, 909408.5962505947, 633629.0666064597, 459573.7523764685]","[2, 3, 4, 5, 6]","{'cluster_0': 1236376, 'cluster_1': 124265, 'cluster_2': 1407, 'cluster_3': 4920}",4,3,3,"[0.558309454850501, 0.7759143685031785, 0.9594261003778042, 0.9856910495416374, 0.9999999999999999]","[5172794.32255805, 2990864.634269604, 1702605.2510989318, 963473.7856854909, 688457.4076967316]","[2, 3, 4, 5, 6]",5160
19,45142_20230711T153821_20230711T154201_T18TXP_VIS.tif,45142_20230711T153821_20230711T154201_T18TXP_NDWI.tif,45142_20230711T153821_20230711T154201_T18TXP_CLOUD.tif,45142,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windsor,43.6226069,-72.52417891,White USGS HWM disc located in pine tree 1.5 ft up from ground. Tree has orange flagging and is facing the shed,stn,2023-07-10 to 2023-07-11,during flood,"{'cluster_0': 301344, 'cluster_1': 47111, 'cluster_2': 764489}",3,1,"{'cluster_0': 773045, 'cluster_1': 45679, 'cluster_2': 294220}",3,1,1,"[0.9219178619352145, 0.9727549329005389, 1.0]","[1364069.8876723333, 817614.8479306969, 559152.9379866442, 375550.87470731884, 272103.3846086124]","[2, 3, 4, 5, 6]","{'cluster_0': 297611, 'cluster_1': 665, 'cluster_2': 767952, 'cluster_3': 46716}",4,2,3,"[0.6934954634178419, 0.9417219708501148, 0.9796157568045838, 0.9999999999999999]","[2475458.6294569355, 1915406.4756056825, 818102.0165323559, 559739.1638155567, 376547.4529430792]","[2, 3, 4, 5, 6]","{'cluster_0': 897304, 'cluster_1': 2865, 'cluster_2': 212775}",3,2,1,"[0.6951726958655067, 0.9423237142074601, 0.9795855704883397, 1.0]","[3049268.349139535, 1376547.2179962422, 848976.3552837855, 606200.6067274573, 422880.4605001523]","[2, 3, 4, 5, 6]","{'cluster_0': 896656, 'cluster_1': 213423, 'cluster_2': 2865}",3,3,2,"[0.55837228521024, 0.7980820909349199, 0.953941730415719, 0.9836995291529349, 0.9999999999999999]","[3586619.2954176683, 2434846.73736992, 1437584.7439344956, 911952.8407164431, 668363.3676110493]","[2, 3, 4, 5, 6]",2865
20,45067_20230706T153819_20230706T155055_T18TYN_VIS.tif,45067_20230706T153819_20230706T155055_T18TYN_NDWI.tif,45067_20230706T153819_20230706T155055_T18TYN_CLOUD.tif,45067,20230706,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windham,43.18291478,-72.45893264,"Seed line on large (12"" diameter) birch tree",stn,2023-07-10 to 2023-07-11,before flood,"{'cluster_0': 1125030, 'cluster_1': 30007, 'cluster_2': 220372}",3,0,"{'cluster_0': 1082564, 'cluster_1': 48207, 'cluster_2': 241049, 'cluster_3': 3589}",4,1,0,"[0.9428838068789345, 0.9845416354562674, 1.0]","[1674388.2711723405, 959349.8057041592, 589643.8537677075, 404563.5940802882, 293200.9603355461]","[2, 3, 4, 5, 6]","{'cluster_0': 1126972, 'cluster_1': 29470, 'cluster_2': 216835, 'cluster_3': 2132}",4,2,0,"[0.7071756760749074, 0.9574011526613291, 0.9884072762485486, 0.9999999999999999]","[3051061.329990633, 2335972.619558431, 963745.7345857719, 594765.1139154668, 409793.6894342649]","[2, 3, 4, 5, 6]","{'cluster_0': 1100626, 'cluster_1': 28380, 'cluster_2': 36411, 'cluster_3': 209992}",4,2,2,"[0.7079621317823402, 0.964849177257229, 0.9889151734547359, 1.0]","[3090985.4175909352, 1721102.1715487456, 1018028.3723006231, 643435.7343834209, 460788.0535937756]","[2, 3, 4, 5, 6]","{'cluster_0': 1256831, 'cluster_1': 81207, 'cluster_2': 35239, 'cluster_3': 2132}",4,3,2,"[0.566393826185275, 0.794105352903342, 0.9718912551071545, 0.991132673573345, 0.9999999999999999]","[5226365.23226019, 3059827.6620589327, 1743324.7598773984, 1041496.4343535969, 667557.1705179373]","[2, 3, 4, 5, 6]",38562
21,45358_20230711T153821_20230711T154201_T18TXP_VIS.tif,45358_20230711T153821_20230711T154201_T18TXP_NDWI.tif,45358_20230711T153821_20230711T154201_T18TXP_CLOUD.tif,45358,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Rutland,43.68000807,-73.03732679,HWM disc located on US side of covered bridge on RB in wood structure of bridge wall,stn,2023-07-10 to 2023-07-11,during flood,"{'cluster_0': 279952, 'cluster_1': 72179, 'cluster_2': 982672}",3,1,"{'cluster_0': 287392, 'cluster_1': 961735, 'cluster_2': 80963, 'cluster_3': 4713}",4,1,2,"[0.9558407335480911, 0.9815368368659724, 0.9999999999999999]","[1351469.6972390092, 834549.718606489, 437494.73551657586, 291372.06349004165, 227835.8233995058]","[2, 3, 4, 5, 6]","{'cluster_0': 1227794, 'cluster_1': 1256, 'cluster_2': 105753}",3,2,2,"[0.7182839968288419, 0.966982541961183, 0.9861549135251, 1.0000000000000002]","[3813589.2635819884, 1354763.4878721435, 838590.3438431593, 443003.058262873, 349115.8553103686]","[2, 3, 4, 5, 6]","{'cluster_0': 1189435, 'cluster_1': 108653, 'cluster_2': 36715}",3,2,2,"[0.7949459297809169, 0.9731368168499681, 0.9873177029493494, 1.0000000000000002]","[2280076.9087162805, 1407743.5326765317, 903829.3822066572, 556467.1791764263, 416448.9238273141]","[2, 3, 4, 5, 6]","{'cluster_0': 1258483, 'cluster_1': 1256, 'cluster_2': 75064}",3,3,2,"[0.6370734507944478, 0.8360345941460542, 0.9785714141753614, 0.9899074820143496, 1.0]","[5179491.168154068, 2284529.702750862, 1419139.5555392373, 916965.6398699846, 570365.4815321775]","[2, 3, 4, 5, 6]",36823
22,44992_20230726T153819_20230726T155051_T18TXN_VIS.tif,44992_20230726T153819_20230726T155051_T18TXN_NDWI.tif,44992_20230726T153819_20230726T155051_T18TXN_CLOUD.tif,44992,20230726,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windham,43.22646302,-72.80610164,"West River, upstream side of Rt. 11 bridge, Londonderry, VT",stn,2023-07-10 to 2023-07-11,after flood,"{'cluster_0': 1002716, 'cluster_1': 215451, 'cluster_2': 29322}",3,0,"{'cluster_0': 1004744, 'cluster_1': 28958, 'cluster_2': 213787}",3,1,0,"[0.9401002630646497, 0.9762518640693139, 1.0]","[1515004.6463530501, 823564.4755772549, 537980.5017694887, 373669.77940040926, 279690.80461776553]","[2, 3, 4, 5, 6]","{'cluster_0': 1004079, 'cluster_1': 28778, 'cluster_2': 213130, 'cluster_3': 1502}",4,2,0,"[0.7052524985771166, 0.9552642466733559, 0.9822086332438923, 1.0]","[2762729.0194474272, 2069482.4278140045, 830849.754162885, 545634.4466556895, 381760.5552648342]","[2, 3, 4, 5, 6]","{'cluster_0': 1003133, 'cluster_1': 212499, 'cluster_2': 28826, 'cluster_3': 3031}",4,2,3,"[0.7065466952548871, 0.9559697417261239, 0.9821963716393227, 1.0]","[2766583.960278754, 2074491.1340684225, 824044.7911158102, 539077.1818286758, 376930.941056415]","[2, 3, 4, 5, 6]","{'cluster_0': 1003378, 'cluster_1': 212212, 'cluster_2': 28868, 'cluster_3': 3031}",4,3,3,"[0.5653613048844808, 0.7736131441613272, 0.9649006438918291, 0.9857729561005696, 1.0]","[4014179.617603404, 3320230.2451740312, 2067709.4961518678, 1777026.6427187454, 580598.7733013608]","[2, 3, 4, 5, 6]",3048
23,44929_20230711T153821_20230711T154201_T18TXN_VIS.tif,44929_20230711T153821_20230711T154201_T18TXN_NDWI.tif,44929_20230711T153821_20230711T154201_T18TXN_CLOUD.tif,44929,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,MA,Franklin,42.41448596,-72.62883903,"USGS Streamgage 01171100 West Brook nr Whately, MA; LEW 90 ft DSB",stn,2023-07-10 to 2023-07-11,during flood,"{'cluster_0': 345742, 'cluster_1': 1021837, 'cluster_2': 6264}",3,0,"{'cluster_0': 139143, 'cluster_1': 887355, 'cluster_2': 4493, 'cluster_3': 342852}",4,1,0,"[0.9486392040769809, 0.9803744418492654, 1.0]","[1693482.4745017365, 915241.956052841, 490061.6292239771, 331497.51032870286, 240178.8468644175]","[2, 3, 4, 5, 6]","{'cluster_0': 343376, 'cluster_1': 1021567, 'cluster_2': 6452, 'cluster_3': 2448}",4,2,0,"[0.7118261599514617, 0.9615580004295272, 0.9852854351152972, 0.9999999999999999]","[3065707.0592578677, 2288057.2481410922, 922663.8413300148, 498546.040467787, 340183.92733690236]","[2, 3, 4, 5, 6]","{'cluster_0': 6009, 'cluster_1': 335583, 'cluster_2': 991681, 'cluster_3': 40570}",4,2,3,"[0.742736341981718, 0.9635337718669201, 0.9853549110147927, 1.0]","[2954360.3607103797, 1762594.7757476023, 1012443.1158606212, 614464.3177097051, 462215.825094543]","[2, 3, 4, 5, 6]","{'cluster_0': 306021, 'cluster_1': 1024598, 'cluster_2': 40776, 'cluster_3': 2448}",4,3,2,"[0.5948953057297415, 0.8101324751497264, 0.9708306027951865, 0.988284943239726, 0.9999999999999999]","[5264268.1014749, 3108548.7047482235, 1788003.4813710325, 1038650.8505822823, 640730.8238601869]","[2, 3, 4, 5, 6]",42249
